taxon,gi,ena,description
768490,333488955,CP002774.1,"Serratia sp. AS12, complete genome
"
1276229,506966909,CP005078.1,"Spiroplasma syrphidicola EA-1, complete genome
"
1267753,451908558,fda,"Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992, complete genome
"
758796,636797579,AP014578.1,"Burkholderia sp. RPE67 DNA, complete genome, chromosome: 3
"
1273266,570721993,CP006999.1,"Campylobacter fetus subsp. venerealis cfvi03/293, complete genome
"
1412597,995903535,PRJNA219482,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121180 genome
"
985002,356871517,FR821777.2,"Staphylococcus argenteus MSHR1132 complete genome sequence
"
44454,701188573,PRJNA263498,"Mycobacterium avium subsp. avium strain DJO-44271, complete genome
"
547043,781878436,AP012330.1,"Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505 DNA, complete genome
"
1116391,378566687,CP003235.1,"Paenibacillus mucilaginosus 3016, complete genome
"
936157,320089096,FR775253.1,"Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 complete genome, contig 66
"
1280,743615870,CP010297.1,"Staphylococcus aureus strain 33b, complete genome
"
245012,295114602,FP929060.1,"Clostridiales sp. SM4/1 draft genome
"
323097,91798527,CP000319.1,"Nitrobacter hamburgensis X14, complete genome
"
557600,213985689,CP001172.1,"Acinetobacter baumannii AB307-0294, complete genome
"
290400,88862040,CP000264.1,"Jannaschia sp. CCS1, complete genome
"
452638,171192370,CP001010.1,"Polynucleobacter necessarius subsp. necessarius STIR1, complete genome
"
1300253,521321374,DMEGG,"Alteromonas macleodii str. 'English Channel 615', complete genome
"
640131,288887617,CP001891.1,"Klebsiella variicola At-22, complete genome
"
1345695,549807177,CP006721.1,"Clostridium saccharobutylicum DSM 13864, complete genome
"
240292,75699950,CP000117.1,"Anabaena variabilis ATCC 29413, complete genome
"
1105102,376325692,LANL,"Rickettsia rickettsii str. Colombia, complete genome
"
935593,325205106,CP002423.1,"Neisseria meningitidis M04-240196, complete genome
"
391936,745803723,SOA,"Alcanivorax pacificus W11-5, complete genome
"
96345,672597520,CP007627.1,"Flavobacterium psychrophilum strain CSF259-93, complete genome
"
311424,270153343,CP001827.1,"Dehalococcoides sp. VS, complete genome
"
469604,533216703,WGS:ACPU,"Fusobacterium nucleatum subsp. vincentii 3_1_36A2, complete genome
"
399741,157320013,CP000826.1,"Serratia proteamaculans 568, complete genome
"
1121088,753709964,LANL,"Bacillus coagulans DSM 1 = ATCC 7050, complete genome
"
306025,743402278,HF564597.1,"Cotton leaf curl Multan betasatellite, complete genome, clone AS43
"
999891,328551700,IOMCAS,"Bacillus amyloliquefaciens TA208, complete genome
"
907239,317010283,BerglabWUSTL,"Helicobacter pylori SouthAfrica7, complete genome
"
1045854,338853710,WKK,"Weissella koreensis KACC 15510, complete genome
"
111780,428267688,CP003653.1,"Stanieria cyanosphaera PCC 7437, complete genome
"
610130,302195072,CP002109.1,"Clostridium saccharolyticum WM1, complete genome
"
1243621,602826365,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110356, complete genome
"
430066,189018840,CP000887.1,"Brucella abortus S19 chromosome 1, complete sequence
"
283166,49237636,BX897699.1,"Bartonella henselae strain Houston-1, complete genome
"
1223802,572099409,AP012547.1,"Sulfuritalea hydrogenivorans sk43H DNA, complete genome
"
1300227,703667732,PRJNA191592,"Bifidobacterium longum subsp. longum GT15, complete genome
"
471854,254946573,CP001619.1,"Dyadobacter fermentans DSM 18053, complete genome
"
412022,124291339,CP000546.1,"Burkholderia mallei NCTC 10229 chromosome I, complete sequence
"
1105108,378935695,LANL,"Rickettsia parkeri str. Portsmouth, complete genome
"
936157,320087798,FR775237.1,"Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 complete genome, contig 50
"
266264,93352797,CP000352.1,"Cupriavidus metallidurans CH34, complete genome
"
386415,118133308,CP000382.1,"Clostridium novyi NT, complete genome
"
548479,298235187,CP001992.1,"Mobiluncus curtisii ATCC 43063, complete genome
"
29339,756039545,LANL,"Bacillus thuringiensis serovar kurstaki strain HD 1, complete genome
"
321967,116103724,CP000423.1,"Lactobacillus paracasei ATCC 334, complete genome
"
1123366,745807430,SOA,"Thalassospira xiamenensis M-5 = DSM 17429, complete genome
"
355278,167774246,CP000777.1,"Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)' chromosome I, complete sequence
"
593588,229368777,CP001485.1,"Vibrio cholerae MJ-1236 chromosome 1, complete sequence
"
1138877,440579446,HE663067.1,"Mycobacterium tuberculosis 7199-99 complete genome
"
562,745369752,HF572917.2,"Escherichia coli HUSEC2011 complete genome
"
71421,6626252,"L42023.1 Haemophilus influenzae Rd KW20, complete genome
","Haemophilus influenzae Rd KW20, complete genome
"
862967,537628144,CP003857.1,"Streptococcus intermedius B196, complete genome
"
984262,378573745,CP002831.1,"Saprospira grandis str. Lewin, complete genome
"
281310,156617157,CP000057.2,"Haemophilus influenzae 86-028NP, complete genome
"
562970,295410288,CP002017.1,"Kyrpidia tusciae DSM 2912, complete genome
"
755731,373943374,CP003259.1,"Clostridium sp. BNL1100, complete genome
"
1311,674109292,PRJNA243854,"Streptococcus agalactiae strain GBS2-NM, complete genome
"
1104320,363399402,CP003176.1,"Brucella abortus A13334 chromosome 1, complete sequence
"
1433126,656326619,HG934468.1,"Mucinivorans hirudinis complete genome
"
306025,743402290,HF564603.1,"Cotton leaf curl Multan betasatellite, complete genome, clone AS6
"
1394711,563353835,CP006915.1,"Candidatus Saccharibacteria bacterium RAAC3_TM7_1, complete genome
"
441620,179342784,CP001029.1,"Methylobacterium populi BJ001, complete genome
"
879088,404220404,FR733644.1,"Listeria monocytogenes strain SLCC2378, serotype 4e
"
651822,295110870,FP929056.1,"Fretibacterium fastidiosum draft genome
"
347256,268322399,FP236530.1,"Mycoplasma hominis ATCC 23114 chromosome complete genome
"
1453495,755379724,LANL,"Yersinia aldovae 670-83, complete genome
"
1311760,523433191,PRJNA194567,"Mannheimia haemolytica D174, complete genome
"
166314,572996165,CP006882.1,"Synechococcus sp. WH 8109, complete genome
"
272943,551618373,CP000143.2,"Rhodobacter sphaeroides 2.4.1 chromosome 1, complete sequence
"
1267021,736028433,CP009056.1,"Frischella perrara strain PEB0191, complete genome
"
272944,25307999,AE006914.1,"Rickettsia conorii str. Malish 7, complete genome
"
1163617,540592690,AP013066.1,"Sulfuricella denitrificans skB26 DNA, complete genome
"
56110,427998918,CP003607.1,"Oscillatoria acuminata PCC 6304, complete genome
"
1110693,359330873,AP012306.1,"Escherichia coli str. K-12 substr. MDS42 DNA, complete genome
"
435998,445210138,CP003959.1,"Serratia marcescens WW4, complete genome
"
1262449,736016007,CP009267.1,"Clostridium pasteurianum DSM 525 = ATCC 6013, complete genome
"
1318635,521369676,CP005486.1,"Lactobacillus casei LOCK919, complete genome
"
360094,854884118,CP000967.2,"Xanthomonas oryzae pv. oryzae PXO99A, complete genome
"
1055529,344335753,BerglabWUSTL,"Helicobacter pylori Puno135, complete genome
"
550,908276372,PRJNA259658,"Enterobacter cloacae strain 34977, complete genome
"
1010835,585514057,CP002882.1,"Mycobacterium tuberculosis BT2, complete genome
"
983917,381376528,AP012320.1,"Rubrivivax gelatinosus IL144 DNA, complete genome
"
1159201,400275235,CP003510.1,"Mycoplasma gallisepticum WI01_2001.043-13-2P, complete genome
"
546342,302749911,CP002120.1,"Staphylococcus aureus subsp. aureus str. JKD6008, complete genome
"
585425,670931543,PRJNA207984,"Synechococcus sp. KORDI-52, complete genome
"
637382,262360188,CP001585.1,"Yersinia pestis D106004, complete genome
"
434922,154355007,CP000733.1,"Coxiella burnetii Dugway 5J108-111, complete genome
"
243230,11612677,AE001825.1,"Deinococcus radiodurans R1 chromosome 2, complete sequence
"
882096,404229065,FR733647.1,"Listeria monocytogenes strain SLCC5850, serotype 1/2a
"
1235990,549073010,AP012554.1,"Halyomorpha halys symbiont DNA, complete genome
"
1089456,348031532,AP012280.1,"Pseudomonas aeruginosa NCGM2.S1 DNA, complete genome
"
1280,803444476,CP011147.1,"Staphylococcus aureus strain FCFHV36, complete genome
"
279808,68445725,AP006716.1,"Staphylococcus haemolyticus JCSC1435 DNA, complete genome
"
316057,91680938,CP000283.1,"Rhodopseudomonas palustris BisB5, complete genome
"
66692,56908016,AP006627.1,"Bacillus clausii KSM-K16 DNA, complete genome
"
435590,149931032,CP000139.1,"Bacteroides vulgatus ATCC 8482, complete genome
"
1146883,378781357,FO117623.1,"Blastococcus saxobsidens DD2 complete genome
"
1391726,749166835,PRJNA270700,"Helicobacter pylori 26695-1, complete genome
"
208435,22535226,AE009948.1,"Streptococcus agalactiae 2603V/R, complete genome
"
262316,41400296,AE016958.1,"Mycobacterium avium subsp. paratuberculosis str. k10, complete genome
"
512565,381368402,AP012319.1,"Actinoplanes missouriensis 431 DNA, complete genome
"
182217,384554969,BerglabWUSTL,"Helicobacter cetorum MIT 00-7128, complete genome
"
570417,190356750,AM999887.1,"Wolbachia endosymbiont of Culex quinquefasciatus Pel strain wPip complete genome
"
1639,523852252,PRJNA203445,"Listeria monocytogenes strain J1776, complete genome
"
314260,303298580,CP002156.1,"Parvularcula bermudensis HTCC2503 strain HTCC2503, complete genome
"
1212491,698841544,LN614827.1,"Legionella fallonii LLAP-10 genome assembly LFA, chromosome : I
"
1229512,460838101,AP012548.1,"Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA DNA, complete genome
"
632292,311776281,CP002219.1,"Caldicellulosiruptor hydrothermalis 108, complete genome
"
1127122,387572303,CP003419.1,"Helicobacter pylori XZ274, complete genome
"
598659,223588326,CP001279.1,"Nautilia profundicola AmH, complete genome
"
150340,262335977,CP001805.1,"Vibrio sp. Ex25 chromosome 1, complete sequence
"
1403316,550799586,INDIANA,"Mycoplasma parvum str. Indiana, complete genome
"
272123,428676849,CP003659.1,"Anabaena cylindrica PCC 7122, complete genome
"
190650,19172958,AE005673.1,"Caulobacter crescentus CB15, complete genome
"
1163739,384556702,BerglabWUSTL,"Helicobacter pylori Shi417, complete genome
"
1107880,948298071,MI1,"Leuconostoc mesenteroides subsp. mesenteroides J18, complete genome
"
1231072,557254711,HG530135.1,"Clostridium tetani 12124569 main chromosome, complete genome
"
1244085,549815675,PRJNA177782,"Klebsiella pneumoniae CG43, complete genome
"
592205,254000649,FM991728.1,"Helicobacter pylori B38 complete genome, strain B38
"
320483,222418877,CP001079.1,"Anaplasma marginale str. Florida, complete genome
"
1007870,527134711,OSUcgrb,"Chlamydia trachomatis RC-L2/55, complete genome
"
414684,288926859,CP000613.2,"Rhodospirillum centenum SW, complete genome
"
391896,157801689,uianeuro,"Rickettsia bellii OSU 85-389, complete genome
"
712898,308056051,CP002206.1,"Pantoea vagans C9-1, complete genome
"
541229,326937797,CP001907.1,"Bacillus thuringiensis serovar chinensis CT-43, complete genome
"
400092,808182281,PRJNA263316,"Pontibacter korlensis strain X14-1T, complete genome
"
262543,171988566,CP001022.1,"Exiguobacterium sibiricum 255-15, complete genome
"
1028989,676254456,AP014637.1,"Pseudomonas sp. StFLB209 DNA, complete genome
"
405441,182630682,CP001011.1,"Xylella fastidiosa M23, complete genome
"
455434,189017811,CP000805.1,"Treponema pallidum subsp. pallidum SS14, complete genome
"
1328859,666001753,CP008805.1,"Escherichia coli O157:H7 str. SS17, complete genome
"
1105107,376323342,LANL,"Rickettsia canadensis str. CA410, complete genome
"
1155071,379131582,AP012336.1,"Streptococcus mutans LJ23 DNA, complete genome
"
28141,816219578,CP011047.1,"Cronobacter sakazakii strain ATCC 29544, complete genome
"
684738,281374316,CP001834.1,"Lactococcus lactis subsp. lactis KF147, complete genome
"
585055,218350208,CU928145.2,"Escherichia coli 55989 chromosome, complete genome
"
523794,257048753,CP001685.1,"Leptotrichia buccalis DSM 1135, complete genome
"
657317,291526582,FP929043.1,"Eubacterium rectale M104/1 draft genome
"
1566358,766900424,PRJNA275272,"Paenibacillus sp. IHBB 10380, complete genome
"
158189,324025087,CP002541.1,"Sphaerochaeta globosa str. Buddy, complete genome
"
497965,306980173,CP002198.1,"Cyanothece sp. PCC 7822, complete genome
"
600809,292806712,CP001429.2,"Blattabacterium sp. (Periplaneta americana) str. BPLAN, complete genome
"
1244121,604278585,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111175, complete genome
"
348824,584450787,HG916852.1,"Rhizobium sp. LPU83 main chrosome complete genome
"
1423144,568227919,CP006966.1,"Phaeobacter gallaeciensis DSM 26640, complete genome
"
349215,469926873,CP003538.1,"Micavibrio aeruginosavorus EPB, complete genome
"
712938,299782685,CP002033.1,"Lactobacillus fermentum CECT 5716, complete genome
"
1030843,333802964,AP012203.1,"Porphyromonas gingivalis TDC60 DNA, complete genome
"
758793,506945965,AP013060.1,"Burkholderia sp. RPE64 DNA, chromosome 3, complete genome
"
663916,259156080,GQ463139.1,"Providencia alcalifaciens Ban1 integrating conjugative element ICEPalban1, complete sequence
"
977880,170938221,CU633750.1,"Cupriavidus taiwanensis str. LMG19424 chromosome 2, complete genome
"
1423,703583612,PRJNA259686,"Bacillus subtilis strain ATCC 19217, complete genome
"
1087440,661922017,NISC,"Klebsiella pneumoniae subsp. pneumoniae KPNIH1, complete genome
"
701521,361055534,CP003137.1,"Pediococcus claussenii ATCC BAA-344, complete genome
"
290338,157081501,CP000822.1,"Citrobacter koseri ATCC BAA-895, complete genome
"
407976,217496351,CP001252.1,"Shewanella baltica OS223, complete genome
"
1055532,425628494,BerglabWUSTL,"Helicobacter pylori Aklavik86, complete genome
"
402626,187727712,CP001069.1,"Ralstonia pickettii 12J chromosome 2, complete sequence
"
399726,166852915,CP000923.1,"Thermoanaerobacter sp. X514, complete genome
"
866775,326650014,CP002512.1,"Aerococcus urinae ACS-120-V-Col10a, complete genome
"
936157,320088398,FR775243.1,"Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 complete genome, contig 56
"
452662,292673316,AP010803.1,"Sphingobium japonicum UT26S DNA, chromosome 1, complete genome
"
1247649,605567798,CP007494.1,"Bordetella holmesii ATCC 51541, complete genome
"
1127134,374843763,FO082843.1,"Nocardia cyriacigeorgica GUH-2 chromosome complete genome
"
272558,47118318,BA000004.3,"Bacillus halodurans C-125 DNA, complete genome
"
640512,307582611,CP002217.1,"Burkholderia sp. CCGE1003 chromosome 1, complete sequence
"
794851,308062870,BerglabWUSTL,"Helicobacter pylori Sat464, complete genome
"
552526,195973861,CP001129.1,"Streptococcus equi subsp. zooepidemicus MGCS10565, complete genome
"
228400,168825335,CP000947.1,"Haemophilus somnus 2336, complete genome
"
796732,767838360,PRJNA49635,"Salmonella enterica subsp. enterica serovar Newport str. CVM 22513, complete genome
"
189918,119692146,CP000518.1,"Mycobacterium sp. KMS, complete genome
"
1236908,481066914,CP003883.1,"Wolbachia endosymbiont of Drosophila simulans wNo, complete genome
"
1001585,328915200,CP002620.1,"Pseudomonas mendocina NK-01, complete genome
"
562,751399318,PRJNA273434,"Escherichia coli strain C41(DE3), complete genome
"
527000,238631949,"CM000745.1 Bacillus pseudomycoides DSM 12442 chromosome, whole genome shotgun sequence
","Bacillus pseudomycoides DSM 12442 chromosome, whole genome shotgun sequence
"
487521,378797084,CP003322.1,"Mycobacterium intracellulare ATCC 13950, complete genome
"
1423,772681982,PRJNA277959,"Bacillus subtilis strain T30, complete genome
"
246273,651086863,AP013028.1,"Wolbachia endosymbiont of Cimex lectularius DNA, complete genome
"
189425,686555520,PRJNA258365,"Paenibacillus graminis strain DSM 15220, complete genome
"
927666,326682110,FR720602.1,"Streptococcus oralis Uo5 complete genome sequence
"
1278073,441484664,CP004025.1,"Myxococcus stipitatus DSM 14675, complete genome
"
907268,527129091,OSUcgrb,"Chlamydia trachomatis RC-L2(s)/3, complete genome
"
572264,225785631,CP001407.1,"Bacillus cereus 03BB102, complete genome
"
1105100,376329732,LANL,"Rickettsia rickettsii str. Hino, complete genome
"
1192197,763683107,CP010978.1,"Pelosinus fermentans JBW45, complete genome
"
257363,51459527,AE017197.1,"Rickettsia typhi str. Wilmington, complete genome
"
570416,633268000,HZAU,"Bacillus thuringiensis serovar kurstaki str. YBT-1520, complete genome
"
680646,283133067,AP011540.1,"Rothia mucilaginosa DY-18 DNA, complete genome
"
1232383,509088374,TIIBCAS,"Corynebacterium glutamicum SCgG2, complete genome
"
767463,312277418,CP002340.1,"Streptococcus thermophilus ND03, complete genome
"
31964,169155030,AM849034.1,"Clavibacter michiganensis subsp. sepedonicus complete genome
"
1407059,575870901,HG530068.1,"Pseudomonas aeruginosa PA38182, complete genome
"
321956,116092543,CP000412.1,"Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365, complete genome
"
1123523,364521287,CP003194.1,"Staphylococcus aureus subsp. aureus 11819-97, complete genome
"
203275,363406024,CP003191.1,"Tannerella forsythia 92A2, complete genome
"
585054,218354981,CU928158.2,"Escherichia fergusonii ATCC 35469 chromosome, complete genome
"
76114,56311475,CR555306.1,"Azoarcus aromaticum EbN1 complete genome
"
666,803440056,LANL,"Vibrio cholerae strain 10432-62, complete genome
"
1412462,1002001991,PRJNA219482,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090531 genome
"
439855,170517292,CP000970.1,"Escherichia coli SMS-3-5, complete genome
"
515635,217335548,CP001251.1,"Dictyoglomus turgidum DSM 6724, complete genome
"
350054,145213092,CP000656.1,"Mycobacterium gilvum PYR-GCK, complete genome
"
208963,115583796,CP000438.1,"Pseudomonas aeruginosa UCBPP-PA14, complete genome
"
633149,302191744,CP002102.1,"Brevundimonas subvibrioides ATCC 15264, complete genome
"
272942,294474377,CP001312.1,"Rhodobacter capsulatus SB 1003, complete genome
"
1194154,605537200,PRJNA167391,"Salmonella enterica subsp. enterica serovar Bredeney str. CFSAN001080, complete genome
"
1168287,386786868,SNU,"Mycobacterium sp. MOTT36Y, complete genome
"
1095774,354986417,CP003085.1,"Pantoea ananatis PA13, complete genome
"
1267001,805300658,PRJNA278855,"Mycoplasma synoviae ATCC 25204, complete genome
"
1435058,567355861,PRJNA231108,"Pseudomonas monteilii SB3101, complete genome
"
292,808740283,PRJNA281467,"Burkholderia cepacia strain LO6, complete genome
"
479831,219819758,"CM000637.1 Clostridium difficile QCD-63q42 chromosome, whole genome shotgun sequence
","Clostridium difficile QCD-63q42 chromosome, whole genome shotgun sequence
"
504728,290469363,CP001743.1,"Meiothermus ruber DSM 1279, complete genome
"
345073,227014638,CP001236.1,"Vibrio cholerae O395 chromosome II, complete sequence
"
243273,84626123,L43967.2,"Mycoplasma genitalium G37, complete genome
"
573,971338783,CP006659.2,"Klebsiella pneumoniae strain ATCC BAA-2146 chromosome 1, complete sequence
"
571800,521014486,PRJNA209108,"Psychrobacter sp. G, complete genome
"
266834,30407155,AL591688.1,"Sinorhizobium meliloti 1021 complete chromosome
"
227941,29835126,AE015925.1,"Chlamydophila caviae GPIC, complete genome
"
1385938,585125438,CP006711.1,"Bifidobacterium breve 12L, complete genome
"
401053,319923767,CP002467.1,"Terriglobus saanensis SP1PR4, complete genome
"
936139,330723203,HUJI,"Mycoplasma hyorhinis MCLD, complete genome
"
134676,359832573,CP003170.1,"Actinoplanes sp. SE50/110, complete genome
"
211110,30407156,AL732656.1,"Streptococcus agalactiae NEM316 complete genome
"
83406,301795385,FP929140.1,"gamma proteobacterium HdN1 complete genome
"
758831,752304383,CP010344.1,"Escherichia coli ECC-1470, complete genome
"
1390,753764568,PRJNA271047,"Bacillus amyloliquefaciens strain L-H15, complete genome
"
1427342,567363169,CP006931.1,"Pseudomonas aeruginosa SCV20265, complete genome
"
672161,231272648,FM872307.1,"Chlamydia trachomatis B/TZ1A828/OT, complete genome
"
1408159,597439397,AP014509.1,"Thermotoga caldifontis AZM44c09 DNA, complete genome
"
665029,291551905,FN434113.1,"Erwinia amylovora CFBP1430 complete genome
"
149539,684203917,LANL,"Salmonella enterica subsp. enterica serovar Enteritidis strain SEJ, complete genome
"
1412470,604322487,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120008, complete genome
"
1392,751419071,PRJNA273317,"Bacillus anthracis strain Ames A0462, complete genome
"
1432059,670941901,PRJNA230427,"Dehalococcoides mccartyi CG1, complete genome
"
315277,76167241,CP000051.1,"Chlamydia trachomatis A/HAR-13, complete genome
"
611301,780495607,CP009019.1,"Xanthomonas citri subsp. citri strain gd2, complete genome
"
891398,338172151,CP002244.1,"Candidatus Tremblaya princeps PCIT, complete genome
"
509173,169147133,CU459141.1,"Acinetobacter baumannii str. AYE, complete genome
"
1003201,380758632,LANL,"Rickettsia typhi str. TH1527, complete genome
"
420246,134265192,CP000557.1,"Geobacillus thermodenitrificans NG80-2, complete genome
"
479433,256355458,CP001700.1,"Catenulispora acidiphila DSM 44928, complete genome
"
700598,361057412,CP003178.1,"Niastella koreensis GR20-10, complete genome
"
1168865,751425077,CP003540.2,"Corynebacterium pseudotuberculosis 258, complete genome
"
1217984,401794054,LANL,"Bacillus cereus FRI-35, complete genome
"
1538627,674810540,KM016698.1,"Transformation vector pBGRY, complete genome
"
316407,85674274,AP009048.1,"Escherichia coli str. K12 substr. W3110 DNA, complete genome
"
558173,697777148,CeBiTec,"Corynebacterium doosanense CAU 212 = DSM 45436, complete genome
"
498761,171696369,CP000930.2,"Heliobacterium modesticaldum Ice1, complete genome
"
930782,926439497,PRJNA60537,"Listeria monocytogenes J1816, complete genome
"
287,745838743,PRJNA237986,"Pseudomonas aeruginosa strain F22031, complete genome
"
1440772,666904753,CP007024.1,"Streptococcus pyogenes STAB901, complete genome
"
633,682100560,LANL,"Yersinia pseudotuberculosis strain ATCC 6904, complete genome
"
1454606,808191682,CP007540.1,"Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1921, complete genome
"
1343077,528326754,CP006059.1,"Candidatus Nasuia deltocephalinicola str. NAS-ALF, complete genome
"
762903,324971605,CP002545.1,"Pedobacter saltans DSM 12145, complete genome
"
1454592,764044040,CP007211.1,"Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532, complete genome
"
656519,311903059,CP002304.1,"Halanaerobium hydrogeniformans, complete genome
"
1045858,343385146,CP002874.1,"Brachyspira intermedia PWS/A, complete genome
"
482957,77964193,CP000150.1,"Burkholderia sp. 383 chromosome 3, complete sequence
"
644,764079125,PRJNA270887,"Aeromonas hydrophila strain AL06-06, complete genome
"
1129369,367460291,CP003231.1,"Mycoplasma hyorhinis GDL-1, complete genome
"
1408,594021901,PRJNA239250,"Bacillus pumilus strain MTCC B6033, complete genome
"
1004787,407289178,UMH,"Alteromonas macleodii str. 'Balearic Sea AD45', complete genome
"
527026,238631953,"CM000749.1 Bacillus thuringiensis serovar sotto str. T04001 chromosome, whole genome shotgun sequence
","Bacillus thuringiensis serovar sotto str. T04001 chromosome, whole genome shotgun sequence
"
1280,675300911,PRJNA240091,"Staphylococcus aureus strain 2395 USA500, complete genome
"
536056,260447279,CP001637.1,"Escherichia coli DH1, complete genome
"
266265,91689770,CP000271.1,"Burkholderia xenovorans LB400 chromosome 2, complete sequence
"
290402,149901357,CP000721.1,"Clostridium beijerinckii NCIMB 8052, complete genome
"
262768,162809319,AP006628.2,"Onion yellows phytoplasma OY-M DNA, complete genome
"
265072,91708343,CP000284.1,"Methylobacillus flagellatus KT, complete genome
"
511437,329127738,CP002652.1,"Lactobacillus buchneri NRRL B-30929, complete genome
"
262722,71913466,AE017244.1,"Mycoplasma hyopneumoniae 7448, complete genome
"
1224746,411026358,CP003926.1,"Gluconobacter oxydans H24, complete genome
"
1081094,345843203,CP003023.1,"Mutant Legionella pneumophila subsp. pneumophila str. Hextuple_2q, complete genome
"
698968,372109441,CP003213.1,"Corynebacterium diphtheriae HC02, complete genome
"
1538644,676326731,PRJNA259305,"Sphingobacterium sp. ML3W, complete genome
"
393133,345535581,WGS:AARZ,"Listeria monocytogenes 10403S, complete genome
"
1163399,384076029,HE798556.1,"Stenotrophomonas maltophilia D457 complete genome
"
1453988,744821558,CP007778.1,"Campylobacter lari RM16712, complete genome
"
1244113,602813325,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110359, complete genome
"
266835,47118328,BA000012.4,"Mesorhizobium loti MAFF303099 DNA, complete genome
"
91891,395129037,FQ958211.1,"Legionella pneumophila subsp. pneumophila str. HL06041035 chromosome, complete genome
"
1385723,589073010,PRJNA215043,"Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1, complete genome
"
224326,6626249,AE000783.1,"Borrelia burgdorferi B31, complete genome
"
38323,605047917,HG969191.1,"Bartonella henselae complete genome, strain BM1374165
"
696747,291565569,AP011615.1,"Arthrospira platensis NIES-39, *** SEQUENCING IN PROGRESS ***, 19 ordered pieces
"
340184,664693170,CP005998.1,"Escherichia coli B7A, complete genome
"
1183379,589292694,PRJNA162957,"Campylobacter coli RM4661, complete genome
"
1321939,686465340,UMY,"Helicobacter pylori UM037, complete genome
"
257311,33591070,BX470249.1,"Bordetella parapertussis strain 12822, complete genome
"
1215087,734574563,PRJNA222630,"Pseudomonas putida S12, complete genome
"
243233,66270661,AE017282.2,"Methylococcus capsulatus str. Bath, complete genome
"
439843,194709404,CP001127.1,"Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633, complete genome
"
1125847,430001947,FO082820.1,"Rhizobium sp. NT-26 chromosome, complete genome
"
880072,328452070,CP002629.1,"Desulfobacca acetoxidans DSM 11109, complete genome
"
1385664,731476172,KNU-SWU,"Hymenobacter sp. DG25B, complete genome
"
243365,34105712,AE016825.1,"Chromobacterium violaceum ATCC 12472, complete genome
"
269799,78192483,CP000148.1,"Geobacter metallireducens GS-15, complete genome
"
243272,193001753,CP001047.1,"Mycoplasma arthritidis 158L3-1, complete genome
"
138119,89332194,AP008230.1,"Desulfitobacterium hafniense Y51 DNA, complete genome
"
936157,320086895,FR775228.1,"Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 complete genome, contig 41
"
1615909,770466698,AP014815.1,"Geminocystis sp. NIES-3708 DNA, complete genome
"
907238,317008680,BerglabWUSTL,"Helicobacter pylori India7, complete genome
"
1412457,604336542,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100101, complete genome
"
467705,157074445,CP000725.1,"Streptococcus gordonii str. Challis substr. CH1, complete genome
"
315730,163860210,CP000903.1,"Bacillus weihenstephanensis KBAB4, complete genome
"
1206109,407243246,CP003868.1,"Candidatus Portiera aleyrodidarum BT-B, complete genome
"
1421338,612150118,PRJNA243408,"Enterobacter asburiae L1, complete genome
"
374833,161594571,CP000381.1,"Neisseria meningitidis 053442, complete genome
"
1266845,554508411,CP006812.1,"Carnobacterium inhibens subsp. gilichinskyi strain WN1359, complete genome
"
135461,749183975,CP010314.1,"Bacillus subtilis subsp. subtilis strain 3NA, complete genome
"
1624,690347849,CP007646.1,"Lactobacillus salivarius strain JCM1046, complete genome
"
483547,749207097,PRJNA263118,"Geoalkalibacter subterraneus strain Red1, complete genome
"
523791,256794767,CP001707.1,"Kangiella koreensis DSM 16069, complete genome
"
990315,341934791,CP002789.1,"Xanthomonas campestris pv. raphani 756C, complete genome
"
292805,58418577,AE017321.1,"Wolbachia endosymbiont strain TRS of Brugia malayi, complete genome
"
713604,340523290,DU,"Amycolatopsis mediterranei S699, complete genome
"
926550,381381223,AP012337.1,"Caldilinea aerophila DSM 14535 = NBRC 104270 DNA, complete genome
"
351671,661559487,FO704550.1,"Xenorhabdus doucetiae str. FRM16 chromosome, complete genome
"
936157,320086808,FR775226.1,"Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 complete genome, contig 39
"
